 ident,name,latitude_deg,longitude_deg
KJDN,Jordan Airport,47.3288002,-106.9530029
KJEF,Jefferson City Memorial Airport,38.59120178,-92.15609741
KJER,Jerome County Airport,42.72669983,-114.4570007
KJES,Jesup Wayne County Airport,31.55400085,-81.88249969
KJFK,John F Kennedy International Airport,40.63980103,-73.77890015
KJFX,Walker County Airport-Bevill Field,33.90200043,-87.31420135
KJFZ,Tazewell County Airport,37.06370163,-81.7983017
KJGG,Williamsburg Jamestown Airport,37.23920059,-76.7161026
KJHW,Chautauqua County-Jamestown Airport,42.15340042,-79.25800323
KJKA,Jack Edwards Airport,30.29050064,-87.67179871
KJKJ,Moorhead Municipal Airport,46.83929825,-96.66369629
KJKL,Julian Carroll Airport,37.59389877,-83.31729889
KJLN,Joplin Regional Airport,37.15179825,-94.49829865
KJMR,Mora Municipal Airport,45.886101,-93.271796
KJMS,Jamestown Regional Airport,46.92969894,-98.67819977
KJNX,Johnston County Airport,35.54090118,-78.39029694
KJOT,Joliet Regional Airport,41.51779938,-88.17549896
KJQF,Concord-Padgett Regional Airport,35.387798,-80.709099
KJSD,Sikorsky Heliport,41.2492981,-73.09680176
KJSO,Cherokee County Airport,31.86930084,-95.2173996
KJST,John Murtha Johnstown Cambria County Airport,40.31610107,-78.83390045
KJSV,Sallisaw Municipal Airport,35.4382019,-94.80280304
KJU,Kamiraba Airport,-3.1995,151.9077
KJVL,Southern Wisconsin Regional Airport,42.62030029,-89.04160309
KJVY,Clark Regional Airport,38.36539841,-85.73819733
KJWG,Watonga Regional Airport,35.86470032,-98.42079926
KJWN,John C Tune Airport,36.18239975,-86.88670349
KJWY,Mid Way Regional Airport,32.45610046,-96.91239929
KJXI,Fox Stephens Field Gilmer Municipal Airport,32.69900131,-94.94889832
KJXN,Jackson County Reynolds Field,42.25979996,-84.45939636
KJYG,St James Municipal Airport,43.98630142,-94.55789948
KJYL,Plantation Airpark,32.64530182,-81.5970993
KJYM,Hillsdale Municipal Airport,41.92129898,-84.58580017
KJYO,Leesburg Executive Airport,39.077999,-77.557503
KJYR,York Municipal Airport,40.89680099,-97.62280273
KJZI,Charleston Executive Airport,32.70090103,-80.00289917
KJZP,Pickens County Airport,34.45339966,-84.45739746
KK02,Perryville Regional Airport,37.868698,-89.862099
KK06,Greater Beardstown Airport,39.97340012,-90.40370178
KK09,Piseco Airport,43.45339966,-74.51760101
KK15,Grand Glaize Osage Beach Airport,38.11050034,-92.68049622
KK16,Becks Grove Airport,43.25839996,-75.60379791
KK19,Albany Municipal Airport,40.2621994,-94.33899689
KK20,Wendell H Ford Airport,37.38779831,-83.26210022
KK22,Big Sandy Regional Airport,37.75099945,-82.63670349
KK24,Russell County Airport,37.00970078,-85.10269928
KK32,Riverside Airport,37.74810028,-97.40670013
KK33,Salem Memorial Airport,37.61520004,-91.60440063
KK36,Onawa Municipal Airport,42.00439835,-96.10359955
KK38,Washington County Memorial Airport,39.73350143,-97.04769897
KK39,St Clair Regional Airport,38.37590027,-90.97070313
KK44,Beaver Municipal Airport,36.7989006,-100.5299988
KK49,Municipal Airport,36.50559998,-101.814003
KK51,Medicine Lodge Airport,37.26250076,-98.54620361
KK52,Cpt Ben Smith Airfield - Monroe City Airport,39.634399,-91.726997
KK57,Gould Peterson Municipal Airport,40.44580078,-95.3628006
KK58,Harold Krier Field,37.16669846,-99.77510071
KK59,Amelia Earhart Airport,39.57049942,-95.18029785
KK61,Moritz Memorial Airport,39.47119904,-98.12879944
KK62,Gene Snyder Airport,38.70420074,-84.39160156
KK74,Hamry Field,46.6487999,-96.99859619
KK75,Osborne Municipal Airport,39.42919922,-98.67949677
KK77,Freedom Municipal Airport,36.75849915,-99.10199738
KK78,Abilene Municipal Airport,38.90409851,-97.23590088
KK79,Jetmore Municipal Airport,37.98450089,-99.89430237
KK81,Miami County Airport,38.54059982,-94.92050171
KK82,Smith Center Municipal Airport,39.76110077,-98.79340363
KK83,Sabetha Municipal Airport,39.90420151,-95.77940369
KK88,Allen County Airport,37.87009811,-95.38639832
KK89,Macon Fower Memorial Airport,39.72869873,-92.46450043
KK94,Rush County Airport,38.5483017,-99.28869629
KKB,Kitoi Bay Seaplane Base,58.1908989,-152.3699951
KKI,Akiachak Seaplane Base,60.90790176,-161.4349976
KKIC,Mesa Del Rey Airport,36.22800064,-121.1220016
KKL,Karluk Lake Seaplane Base,57.36700058,-154.0279999
KKLS,Southwest Washington Regional Airport,46.11800003,-122.8980026
KKNB,Kanab Municipal Airport,37.01110077,-112.5309982
KKU,Ekuk Airport,58.81119919,-158.5590057
KL00,Rosamond Skypark Airport,34.87080002,-118.2089996
KL04,Holtville Airport,32.84030151,-115.2669983
KL05,Kern Valley Airport,35.72829819,-118.4199982
KL06,Furnace Creek Airport,36.463799,-116.880997
KL08,Borrego Valley Airport,33.25899887,-116.3209991
KL09,Stovepipe Wells Airport,36.60409927,-117.1589966
KL17,Taft Kern County Airport,35.14110184,-119.4410019
KL19,Wasco Kern County Airport,35.61970139,-119.3539963
KL22,Yucca Valley Airport,34.12779999,-116.4079971
KL23,Pahute Mesa Airstrip,37.102699,-116.313003
KL26,Hesperia Airport,34.37720108,-117.3160019
KL31,St. Tammany Regional Airport,30.445101,-89.988899
KL32,Jonesville Airport,31.62529945,-91.82920074
KL33,Tensas Parish Airport,31.97742,-91.240471
KL35,Big Bear City Airport,34.26380157,-116.8560028
KL38,Louisiana Regional Airport,30.172701,-90.940598
KL39,Leesville Airport,31.16860008,-93.34249878
KL41,Marble Canyon Airport,36.8125,-111.6470032
KL45,Bakersfield Municipal Airport,35.32479858,-118.9960022
KL47,Olla Airport,31.89539909,-92.21790314
KL62,Elk Hills Buttonwillow Airport,35.35269928,-119.4789963
KL64,Desert Center Airport,33.74860001,-115.322998
KL65,Perris Valley Airport,33.76089859,-117.2180023
KL66,Pollock Municipal Airport,31.47750092,-92.46109772
KL67,Rialto Municipal Miro Field,34.12929916,-117.4020004
KL70,Agua Dulce Airpark,34.50419998,-118.3130035
KL71,California City Municipal Airport,35.15119934,-118.0169983
KL72,Trona Airport,35.8125,-117.3270035
KL73,Poso Kern County Airport,35.59659958,-119.1279984
KL77,Chiriaco Summit Airport,33.66529846,-115.7109985
KL83,Thibodaux Municipal Airport,29.74780083,-90.832901
KL84,Lost Hills Kern County Airport,35.62360001,-119.685997
KL88,New Cuyama Airport,34.9375,-119.6880035
KL94,Mountain Valley Airport,35.10110092,-118.4229965
KLAA,Lamar Municipal Airport,38.06969833,-102.6880035
KLAF,Purdue University Airport,40.41230011,-86.93689728
KLAL,Lakeland Linder International Airport,27.988899,-82.018602
KLAM,Los Alamos Airport,35.87979889,-106.2689972
KLAN,Capital City Airport,42.77870178,-84.58740234
KLAR,Laramie Regional Airport,41.31209946,-105.6750031
KLAS,McCarran International Airport,36.08010101,-115.1520004
KLAW,Lawton Fort Sill Regional Airport,34.56769943,-98.41660309
KLAX,Los Angeles International Airport,33.94250107,-118.4079971
KLBB,Lubbock Preston Smith International Airport,33.663601,-101.822998
KLBE,Arnold Palmer Regional Airport,40.27590179,-79.40480042
KLBF,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981
KLBL,Liberal Mid-America Regional Airport,37.0442009,-100.9599991
KLBO,Floyd W. Jones Lebanon Airport,37.64830017,-92.65239716
KLBR,Clarksville Red River City-J D Trissell Field,33.59320068,-95.06359863
KLBT,Lumberton Regional Airport,34.60990143,-79.05940247
KLBX,Texas Gulf Coast Regional Airport,29.10860062,-95.46209717
KLCG,Wayne Municipal Airport,42.2419014,-96.98139954
KLCH,Lake Charles Regional Airport,30.12610054,-93.22329712
KLCI,Laconia Municipal Airport,43.5727005,-71.41889954
KLCK,Rickenbacker International Airport,39.813801,-82.927803
KLCQ,Lake City Gateway Airport,30.18199921,-82.57689667
KLDJ,Linden Airport,40.61740112,-74.24459839
KLDM,Mason County Airport,43.96250153,-86.40789795
KLEB,Lebanon Municipal Airport,43.62609863,-72.30419922
KLEE,Leesburg International Airport,28.82309914,-81.80870056
KLEM,Lemmon Municipal Airport,45.91870117,-102.1060028
KLEW,Auburn Lewiston Municipal Airport,44.04850006,-70.28350067
KLEX,Blue Grass Airport,38.03649902,-84.60590363
KLFI,Langley Air Force Base,37.082901,-76.36049652
KLFK,Angelina County Airport,31.23399925,-94.75
KLFT,Lafayette Regional Airport,30.20529938,-91.98760223
KLGA,La Guardia Airport,40.77719879,-73.87259674
KLGB,Long Beach /Daugherty Field/ Airport,33.81769943,-118.1520004
KLGC,LaGrange Callaway Airport,33.0089,-85.072601
KLGD,La Grande/Union County Airport,45.29019928,-118.0070038
KLGF,Laguna Army Airfield,32.86000061,-114.3970032
KLGU,Logan-Cache Airport,41.79119873,-111.8519974
KLHB,Hearne Municipal Airport,30.87179947,-96.62220001
KLHC,Arlington Municipal Airport,35.28310013,-89.67250061
KLHM,Lincoln Regional Karl Harder Field,38.90919876,-121.3509979
KLHQ,Fairfield County Airport,39.75559998,-82.65709686
KLHV,William T. Piper Memorial Airport,41.13560104,-77.42230225
KLHW,Wright AAF (Fort Stewart)/Midcoast Regional Airport,31.889099,-81.562303
KLHX,La Junta Municipal Airport,38.04970169,-103.5090027
KLHZ,Triangle North Executive Airport,36.0233,-78.330299
KLIC,Limon Municipal Airport,39.27479935,-103.6660004
KLIT,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657
KLIU,Littlefield Municipal Airport,33.9239006,-102.387001
KLJF,Litchfield Municipal Airport,45.0970993,-94.50730133
KLKP,Lake Placid Airport,44.26449966,-73.9618988
KLKR,Lancaster County-Mc Whirter Field,34.72290039,-80.854599
KLKU,Louisa County Airport/Freeman Field,38.00979996,-77.9701004
KLKV,Lake County Airport,42.16109848,-120.3990021
KLLJ,Challis Airport,44.522999,-114.218002
KLLN,Levelland Municipal Airport,33.55250168,-102.3720016
KLLQ,Monticello Municipal Ellis Field,33.6385994,-91.75099945
KLLR,Little River Airport,39.26200104,-123.7539978
KLLU,Lamar Municipal Airport,37.48949814,-94.31150055
KLMO,Vance Brand Airport,40.1637001,-105.163002
KLMS,Louisville Winston County Airport,33.14619827,-89.0625
KLMT,Crater Lake-Klamath Regional Airport,42.156101,-121.733002
KLNA,Palm Beach County Park Airport,26.59300041,-80.08509827
KLNC,Lancaster Airport,32.57920074,-96.71900177
KLND,Hunt Field,42.81520081,-108.7300034
KLNK,Lincoln Airport,40.85100174,-96.75920105
KLNL,Kings Land O' Lakes Airport,46.15399933,-89.21209717
KLNN,Willoughby Lost Nation Municipal Airport,41.68399811,-81.38970184
KLNP,Lonesome Pine Airport,36.98749924,-82.52999878
KLNR,Tri-County Regional Airport,43.21170044,-90.18160248
KLNS,Lancaster Airport,40.12170029,-76.2960968
KLOL,Derby Field,40.06639862,-118.5650024
KLOM,Wings Field,40.13750076,-75.26509857
KLOT,Lewis University Airport,41.6072998,-88.09619904
KLOU,Bowman Field,38.22800064,-85.66369629
KLOZ,London-Corbin Airport/Magee Field,37.0821991,-84.0848999
KLPC,Lompoc Airport,34.66559982,-120.4680023
KLPR,Lorain County Regional Airport,41.34429932,-82.17759705
KLQK,Pickens County Airport,34.81000137,-82.70290375
KLQR,Larned Pawnee County Airport,38.20859909,-99.08599854
KLRD,Laredo International Airport,27.54380035,-99.46160126
KLRF,Little Rock Air Force Base,34.91690063,-92.14969635
KLRG,Lincoln Regional Airport,45.36220169,-68.53469849
KLRJ,Le Mars Municipal Airport,42.77799988,-96.1937027
KLRO,Mt Pleasant Regional-Faison field,32.89780045,-79.78289795
KLRU,Las Cruces International Airport,32.28939819,-106.9219971
KLRY,Lawrence Smith Memorial Airport,38.61100006,-94.34210205
KLSB,Lordsburg Municipal Airport,32.33349991,-108.6920013
KLSE,La Crosse Municipal Airport,43.879002,-91.256699
KLSF,Lawson Army Air Field (Fort Benning),32.33729935,-84.99130249
KLSK,Lusk Municipal Airport,42.75379944,-104.4049988
KLSN,Los Banos Municipal Airport,37.06290054,-120.8690033
KLSV,Nellis Air Force Base,36.23619843,-115.0339966
KLTS,Altus Air Force Base,34.667099,-99.26670074
KLTY,Liberty County Airport,48.510702,-110.990997
KLUD,Decatur Municipal Airport,33.254601,-97.580597
KLUF,Luke Air Force Base,33.53499985,-112.3830032
KLUG,Ellington Airport,35.50699997,-86.80390167
KLUK,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199
KLUL,Hesler Noble Field,31.67259979,-89.17220306
KLUM,Menomonie Municipal Score Field,44.89229965,-91.86789703
KLUX,Laurens County Airport,34.50709915,-81.94719696
KLVJ,Pearland Regional Airport,29.52129936,-95.24210358
KLVK,Livermore Municipal Airport,37.69340134,-121.8199997
KLVL,Lawrenceville Brunswick Municipal Airport,36.77280045,-77.79429626
KLVM,Mission Field,45.69940186,-110.447998
KLVN,Airlake Airport,44.62789917,-93.22810364
KLVS,Las Vegas Municipal Airport,35.65420151,-105.1419983
KLWA,South Haven Area Regional Airport,42.3512001,-86.25569916
KLWB,Greenbrier Valley Airport,37.85829926,-80.39949799
KLWC,Lawrence Municipal Airport,39.01119995,-95.21659851
KLWL,Wells Municipal Airport/Harriet Field,41.11709976,-114.9219971
KLWM,Lawrence Municipal Airport,42.71720123,-71.12339783
KLWS,Lewiston Nez Perce County Airport,46.37450027,-117.0149994
KLWT,Lewistown Municipal Airport,47.04930115,-109.4670029
KLWV,Lawrenceville Vincennes International Airport,38.7643013,-87.60549927
KLXL,Little Falls-Morrison County-Lindbergh field,45.9496994,-94.34739685
KLXN,Jim Kelly Field,40.79100037,-99.77729797
KLXT,Lee's Summit Municipal Airport,38.95970154,-94.37139893
KLXV,Lake County Airport,39.22029877,-106.3170013
KLXY,Mexia Limestone County Airport,31.63979912,-96.51470184
KLYH,Lynchburg Regional Preston Glenn Field,37.3266983,-79.20040131
KLYO,Lyons-Rice County Municipal Airport,38.34280014,-98.22689819
KLYV,Quentin Aanenson Field,43.62120056,-96.21579742
KLZD,Danielson Airport,41.81969833,-71.90100098
KLZU,Gwinnett County Briscoe Field,33.97809982,-83.96240234
KLZZ,Lampasas Airport,31.10619926,-98.19589996
KM01,General Dewitt Spain Airport,35.20069885,-90.05400085
KM02,Dickson Municipal Airport,36.12799835,-87.42980194
KM04,Covington Municipal Airport,35.58340073,-89.58719635
KM05,Caruthersville Memorial Airport,36.16910172,-89.67649841
KM08,William L. Whitehurst Field,35.21450043,-89.04340363
KM11,Copiah County Airport,31.9029007,-90.36869812
KM12,Steele Municipal Airport,36.09590149,-89.86340332
KM13,Poplarville Pearl River County Airport,30.7859993,-89.50450134
KM15,James Tucker Airport,35.595798,-87.876701
KM16,John Bell Williams Airport,32.30329895,-90.40850067
KM17,Bolivar Municipal Airport,37.59609985,-93.34770203
KM18,Hope Municipal Airport,33.7201004,-93.65879822
KM19,Newport Regional Airport,35.637699,-91.176397
KM20,Grayson County Airport,37.3995018,-86.2602005
KM21,Muhlenberg County Airport,37.2262001,-87.15640259
KM22,Bill Pugh Field,34.445301,-87.711304
KM23,James H Easom Field,32.3117981,-89.1359024
KM24,Dean Griffin Memorial Airport,30.84320068,-89.15979767
KM25,Mayfield Graves County Airport,36.76910019,-88.58470154
KM27,Waldron Municipal Airport,34.87599945,-94.10929871
KM29,Hassell Field,35.38510132,-87.96749878
KM30,Metropolis Municipal Airport,37.18590164,-88.75060272
KM31,Arnold Field,35.90340042,-89.39730072
KM32,Lake Village Municipal Airport,33.34600067,-91.31569672
KM33,Sumner County Regional Airport,36.375076,-86.408414
KM34,Kentucky Dam State Park Airport,37.00979,-88.299403
KM36,Frank Federer Memorial Airport,34.88029861,-91.17639923
KM37,Ruleville Drew Airport,33.77640152,-90.52500153
KM40,Monroe County Airport,33.87369919,-88.48970032
KM41,Holly Springs Marshall County Airport,34.8042984,-89.52110291
KM43,Prentiss Jefferson Davis County Airport,31.59539986,-89.90619659
KM44,Houston Municipal Airport,33.89179993,-89.0236969
KM45,Alpine County Airport,38.73469925,-119.7669983
KM46,Colstrip Airport,45.85290146,-106.7089996
KM48,Houston Memorial Airport,37.33010101,-91.97319794
KM50,Boardman Airport,45.81480026,-119.8209991
KM51,Oktibbeha Airport,33.49750137,-88.6812973
KM52,Franklin Wilkins Airport,35.65129852,-88.37889862
KM53,Humboldt Municipal Airport,35.80220032,-88.87490082
KM54,Lebanon Municipal Airport,36.19039917,-86.31569672
KM55,Lamar County Airport,33.84669876,-88.1155014
KM59,Richton Perry County Airport,31.31739998,-88.93499756
KM60,Woodruff County Airport,35.27190018,-91.2696991
KM65,Wynne Municipal Airport,35.23160172,-90.76159668
KM66,Alfred Schroeder Field,38.3431015,-97.21420288
KM70,Pocahontas Municipal Airport,36.24549866,-90.9552002
KM71,Greensfield Airport,38.90179825,-90.96029663
KM72,New Albany Union County Airport,34.54869843,-89.02420044
KM73,Almyra Municipal Airport,34.41230011,-91.46630096
KM75,Malta Airport,48.3669014,-107.9189987
KM77,Howard County Airport,33.99670029,-93.83809662
KM78,Malvern Municipal Airport,34.33330154,-92.7614975
KM79,John H Hooks Jr Memorial Airport,32.48529816,-91.77030182
KM80,Scott Airport,32.41630173,-91.14890289
KM83,Mccharen Field,33.58399963,-88.66670227
KM85,Gideon Memorial Airport,36.44380188,-89.90380096
KM88,Cornelia Fort Airpark,36.19029999,-86.6996994
KM89,Dexter B Florence Memorial Field,34.09980011,-93.06610107
KM90,William Robert Johnston Municipal Airport,36.75859833,-120.3710022
KM91,Springfield Robertson County Airport,36.53720093,-86.92060089
KM93,Houston County Airport,36.31669998,-87.91670227
KM94,Desert Aire Regional Airport,46.687401,-119.920998
KM95,Richard Arthur Field,33.7122,-87.815002
KM99,Saline County/Watts Field,34.556599,-92.606903
KMAC,Macon Downtown Airport,32.82210159,-83.56199646
KMAE,Madera Municipal Airport,36.98860168,-120.1119995
KMAF,Midland International Airport,31.94249916,-102.2020035
KMAI,Marianna Municipal Airport,30.83779907,-85.18190002
KMAL,Malone Dufort Airport,44.85369873,-74.3289032
KMAN,(Duplicate),43.581333,-116.523056
KMAO,Marion County Airport,34.18119812,-79.33470154
KMAW,Malden Regional Airport,36.6006012,-89.99220276
KMB,Koinambe Airport,-5.4875,144.6069444
KMBG,Mobridge Municipal Airport,45.54650116,-100.4079971
KMBL,Manistee Co Blacker Airport,44.2723999,-86.24690247
KMBO,Bruce Campbell Field,32.438702,-90.103104
KMBS,MBS International Airport,43.53290176,-84.07959747
KMBT,Murfreesboro Municipal Airport,35.87749863,-86.37750244
KMBY,Omar N Bradley Airport,39.46390152,-92.42700195
KMCB,Mc Comb/Pike County Airport/John E Lewis Field,31.17849922,-90.47190094
KMCC,Mc Clellan Airfield,38.66759872,-121.401001
KMCD,Mackinac Island Airport,45.86489868,-84.63729858
KMCE,Merced Regional Macready Field,37.28469849,-120.5139999
KMCF,Mac Dill Air Force Base,27.84930038,-82.52120209
KMCI,Kansas City International Airport,39.2976,-94.713898
KMCK,Mc Cook Ben Nelson Regional Airport,40.20629883,-100.5920029
KMCN,Middle Georgia Regional Airport,32.69279861,-83.64920044
KMCO,Orlando International Airport,28.42939949,-81.30899811
KMCW,Mason City Municipal Airport,43.15779877,-93.33129883
KMCX,White County Airport,40.70880127,-86.76679993
KMCZ,Martin County Airport,35.86220169,-77.17819977
KMDA,Martindale Army Heliport,29.43129921,-98.37779999
KMDD,Midland Airpark,32.03649902,-102.1009979
KMDF,Mooreland Municipal Airport,36.48479843,-99.19419861
KMDH,Southern Illinois Airport,37.77809906,-89.2519989
KMDQ,Madison County Executive Airport-Tom Sharp Jr Field,34.8614006,-86.55750275
KMDS,Madison Municipal Airport,44.01599884,-97.08589935
KMDT,Harrisburg International Airport,40.19350052,-76.76339722
KMDW,Chicago Midway International Airport,41.785999,-87.752403
KMDZ,Taylor County Airport,45.10100174,-90.30329895
KMEB,Laurinburg Maxton Airport,34.791901,-79.365799
KMEI,Key Field,32.33259964,-88.75189972
KMEJ,Meade Municipal Airport,37.27690125,-100.3560028
KMEM,Memphis International Airport,35.04240036,-89.97669983
KMER,Castle Airport,37.38050079,-120.5680008
KMEV,Minden-Tahoe Airport,39.00030136,-119.7509995
KMEY,James G. Whiting Memorial Field,42.17829895,-95.79360199
KMEZ,Mena Intermountain Municipal Airport,34.545399,-94.202698
KMF,Kamina Airport,-7.64925,145.9569444
KMFD,Mansfield Lahm Regional Airport,40.82139969,-82.51660156
KMFE,Mc Allen Miller International Airport,26.17580032,-98.23860168
KMFI,Marshfield Municipal Airport,44.63690186,-90.18930054
KMFR,Rogue Valley International Medford Airport,42.37419891,-122.8730011
KMFV,Accomack County Airport,37.64690018,-75.76110077
KMGC,Michigan City Municipal Airport,41.70330048,-86.82119751
KMGE,Dobbins Air Reserve Base,33.91540146,-84.51629639
KMGG,Maple Lake Municipal Airport,45.23600006,-93.98560333
KMGJ,Orange County Airport,41.50999832,-74.26460266
KMGM,Montgomery Regional (Dannelly Field) Airport,32.30059814,-86.39399719
KMGN,Harbor Springs Airport,45.42559814,-84.91339874
KMGR,Moultrie Municipal Airport,31.0848999,-83.80329895
KMGW,Morgantown Municipal Walter L. Bill Hart Field,39.64289856,-79.91629791
KMGY,Dayton-Wright Brothers Airport,39.5890007,-84.22489929
KMHE,Mitchell Municipal Airport,43.77479935,-98.03859711
KMHK,Manhattan Regional Airport,39.14099884,-96.67079926
KMHL,Marshall Memorial Municipal Airport,39.09579849,-93.20290375
KMHP,Metter Municipal Airport,32.37390137,-82.07920074
KMHR,Sacramento Mather Airport,38.55390167,-121.2979965
KMHT,Manchester-Boston Regional Airport,42.932598,-71.435699
KMHV,Mojave Airport,35.05939865,-118.1520004
KMIA,Miami International Airport,25.79319954,-80.29060364
KMIB,Minot Air Force Base,48.4156,-101.358002
KMIC,Crystal Airport,45.06200027,-93.35389709
KMIE,Delaware County Johnson Field,40.24229813,-85.39589691
KMIO,Miami Regional Airport,36.909199,-94.887497
KMIT,Shafter Airport - Minter Field,35.507401,-119.192002
KMIV,Millville Municipal Airport,39.367802,-75.072197
KMIW,Marshalltown Municipal Airport,42.11270142,-92.9178009
KMJD,Picayune Municipal Airport,30.48749924,-89.65119934
KMJQ,Jackson Municipal Airport,43.65000153,-94.9865036
KMJX,Ocean County Airport,39.92750168,-74.29239655
KMKA,Miller Municipal Airport,44.52519989,-98.95809937
KMKC,Charles B. Wheeler Downtown Airport,39.12319946,-94.59279633
KMKE,General Mitchell International Airport,42.94720078,-87.89659882
KMKG,Muskegon County Airport,43.16949844,-86.23819733
KMKJ,Mountain Empire Airport,36.89490128,-81.34989929
KMKL,McKellar-Sipes Regional Airport,35.599899,-88.915604
KMKN,Comanche County City Airport,31.91679955,-98.60030365
KMKO,Muskogee-Davis Regional Airport,35.656502,-95.366699
KMKS,Berkeley County Airport,33.1855011,-80.03630066
KMKT,Mankato Regional Airport,44.22159958,-93.91870117
KMKV,Marksville Municipal Airport,31.09469986,-92.06909943
KMKY,Marco Island Executive Airport,25.995001,-81.672501
KMLB,Melbourne International Airport,28.10280037,-80.64530182
KMLC,Mc Alester Regional Airport,34.882401,-95.783501
KMLD,Malad City Airport,42.16659927,-112.2969971
KMLE,Millard Airport,41.19599915,-96.11199951
KMLF,Milford Municipal-Ben and Judy Briscoe Field,38.42660141,-113.012001
KMLI,Quad City International Airport,41.44850159,-90.50749969
KMLJ,Baldwin County Regional Airport,33.154202,-83.240701
KMLK,Malta Airport,48.34939957,-107.8860016
KMLS,Frank Wiley Field,46.4280014,-105.8860016
KMLT,Millinocket Municipal Airport,45.64780045,-68.68560028
KMLU,Monroe Regional Airport,32.51089859,-92.03769684
KMM,Kimaam Airport,-7.978199959,138.852005
KMMH,Mammoth Yosemite Airport,37.62409973,-118.8379974
KMMI,McMinn County Airport,35.39730072,-84.56259918
KMMK,Meriden Markham Municipal Airport,41.50870132,-72.82949829
KMML,Southwest Minnesota Regional Airport - Marshall/Ryan Field,44.45050049,-95.82189941
KMMS,Selfs Airport,34.23149872,-90.28959656
KMMT,Mc Entire Joint National Guard Base,33.92079926,-80.80130005
KMMU,Morristown Municipal Airport,40.79940033,-74.41490173
KMMV,Mc Minnville Municipal Airport,45.19440079,-123.1360016
KMNF,Mountain View Airport,36.99280167,-91.71450043
KMNG,Montana ARNG Heliport,45.805,-108.5666667
KMNI,Santee Cooper Regional Airport,33.58710098,-80.20870209
KMNM,Menominee Regional Airport,45.126701,-87.638397
KMNN,Marion Municipal Airport,40.61619949,-83.06349945
KMNV,Monroe County Airport,35.54539871,-84.38020325
KMNZ,Hamilton Municipal Airport,31.66589928,-98.14859772
KMO1,Richland Municipal Airport,37.875,-92.40850067
KMO3,Stockton Municipal Airport,37.66030121,-93.81680298
KMO6,Washington Regional Airport,38.587601,-90.993797
KMO8,North Central Missouri Regional Airport,39.77000046,-93.01270294
KMOB,Mobile Regional Airport,30.69120026,-88.24279785
KMOD,Modesto City Co-Harry Sham Field,37.62580109,-120.9540024
KMOP,Mount Pleasant Municipal Airport,43.62170029,-84.73750305
KMOR,Moore Murrell Airport,36.1794014,-83.37550354
KMOT,Minot International Airport,48.25939941,-101.2799988
KMOX,Morris Municipal - Charlie Schmidt Airport,45.56600189,-95.96720123
KMPE,Philadelphia Municipal Airport,32.7994,-89.125999
KMPG,Marshall County Airport,39.88079834,-80.7358017
KMPI,Mariposa Yosemite Airport,37.51089859,-120.0400009
KMPJ,Petit Jean Park Airport,35.138901,-92.909202
KMPO,Pocono Mountains Municipal Airport,41.137503,-75.378897
KMPR,Mc Pherson Airport,38.35240173,-97.69129944
KMPV,Edward F Knapp State Airport,44.20349884,-72.56230164
KMPZ,Mount Pleasant Municipal Airport,40.94660187,-91.51110077
KMQB,Macomb Municipal Airport,40.52009964,-90.65239716
KMQI,Dare County Regional Airport,35.91899872,-75.69550323
KMQJ,Indianapolis Regional Airport,39.843498,-85.8971
KMQS,Chester County G O Carlson Airport,39.97900009,-75.8655014
KMQT,Marquette Airport,46.53390121,-87.56140137
KMQW,Telfair Wheeler Airport,32.09579849,-82.87999725
KMQY,Smyrna Airport,36.00899887,-86.52010345
KMRB,Eastern WV Regional Airport/Shepherd Field,39.40190125,-77.98459625
KMRC,Maury County Airport,35.55410004,-87.17890167
KMRF,Marfa Municipal Airport,30.371099,-104.017997
KMRH,Michael J. Smith Field,34.73360062,-76.66059875
KMRJ,Iowa County Airport,42.886799,-90.236198
KMRN,Foothills Regional Airport,35.820202,-81.611397
KMRT,Union County Airport,40.22470093,-83.35160065
KMRY,Monterey Peninsula Airport,36.5870018,-121.8430023
KMSA,Mt Pleasant Airport,33.12939835,-94.9756012
KMSL,Northwest Alabama Regional Airport,34.74530029,-87.61019897
KMSN,Dane County Regional Truax Field,43.13990021,-89.33750153
KMSO,Missoula International Airport,46.91630173,-114.0910034
KMSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,44.882,-93.221802
KMSS,Massena International Richards Field,44.93579865,-74.84559631
KMSV,Sullivan County International Airport,41.701596,-74.794997
KMSY,Louis Armstrong New Orleans International Airport,29.99340057,-90.25800323
KMT,Kampot Airport,10.6343,104.1617
KMTC,Selfridge Air National Guard Base Airport,42.613463,-82.836919
KMTH,The Florida Keys Marathon Airport,24.726101,-81.051399
KMTJ,Montrose Regional Airport,38.50979996,-107.8939972
KMTN,Martin State Airport,39.325699,-76.413803
KMTO,Coles County Memorial Airport,39.477901,-88.279198
KMTP,Montauk Airport,41.0765,-71.920797
KMTV,Blue Ridge Airport,36.63069916,-80.01830292
KMTW,Manitowoc County Airport,44.128799,-87.680602
KMUF,Pikeville-Bledsoe Airport,35.61999893,-85.19080353
KMUI,Muir Army Air Field (Fort Indiantown Gap) Airport,40.434799,-76.569397
KMUL,Spence Airport,31.13769913,-83.70410156
KMUO,Mountain Home Air Force Base,43.043598,-115.872002
